date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
03:53:04	66482/66482	---M--	200	added ('OK')	image/webp	etag:%22651d9aa2-103b2%22	https://jackfirst-bcb76a.ingress-florina.ewp.live/wp-content/themes/twentytwentyfour/assets/images/tourist-and-building.webp	C:/My%20Web%20Sites/PRE/jackfirst-bcb76a.ingress-florina.ewp.live/wp-content/themes/twentytwentyfour/assets/images/tourist-and-building.webp	(from https://jackfirst-bcb76a.ingress-florina.ewp.live/)
03:53:06	126244/126244	---M--	200	added ('OK')	image/webp	etag:%22651d9aa2-1ed24%22	https://jackfirst-bcb76a.ingress-florina.ewp.live/wp-content/themes/twentytwentyfour/assets/images/windows.webp	C:/My%20Web%20Sites/PRE/jackfirst-bcb76a.ingress-florina.ewp.live/wp-content/themes/twentytwentyfour/assets/images/windows.webp	(from https://jackfirst-bcb76a.ingress-florina.ewp.live/)
03:53:07	62240/62240	---MCZ	200	added ('OK')	text/html	date:Thu,%2005%20Dec%202024%2022:23:10%20GMT	https://jackfirst-bcb76a.ingress-florina.ewp.live/?author=1	C:/My%20Web%20Sites/PRE/jackfirst-bcb76a.ingress-florina.ewp.live/indexcd64.html	(from https://jackfirst-bcb76a.ingress-florina.ewp.live/)
03:53:10	76107/76107	---MCZ	200	added ('OK')	text/html	date:Thu,%2005%20Dec%202024%2022:23:11%20GMT	https://jackfirst-bcb76a.ingress-florina.ewp.live/?p=1	C:/My%20Web%20Sites/PRE/jackfirst-bcb76a.ingress-florina.ewp.live/indexcff1.html	(from https://jackfirst-bcb76a.ingress-florina.ewp.live/)
03:53:11	62270/62270	---MCZ	200	added ('OK')	text/html	date:Thu,%2005%20Dec%202024%2022:23:13%20GMT	https://jackfirst-bcb76a.ingress-florina.ewp.live/?cat=1	C:/My%20Web%20Sites/PRE/jackfirst-bcb76a.ingress-florina.ewp.live/indexb31a.html	(from https://jackfirst-bcb76a.ingress-florina.ewp.live/)
03:53:37	2282/2282	---M-Z	200	added ('OK')	application/json	date:Thu,%2005%20Dec%202024%2022:23:40%20GMT	https://jackfirst-bcb76a.ingress-florina.ewp.live/index.php?rest_route=/wp/v2/posts/1	C:/My%20Web%20Sites/PRE/jackfirst-bcb76a.ingress-florina.ewp.live/indexd47e.json	(from https://jackfirst-bcb76a.ingress-florina.ewp.live/?p=1)
03:53:39	2159/2159	---MCZ	200	added ('OK')	application/json	date:Thu,%2005%20Dec%202024%2022:23:42%20GMT	https://jackfirst-bcb76a.ingress-florina.ewp.live/index.php?rest_route=%2Foembed%2F1.0%2Fembed&url=https%3A%2F%2Fjackfirst-bcb76a.ingress-florina.ewp.live%2F%3Fp%3D1	C:/My%20Web%20Sites/PRE/jackfirst-bcb76a.ingress-florina.ewp.live/index6fed.json	(from https://jackfirst-bcb76a.ingress-florina.ewp.live/?p=1)
03:53:40	2323/2323	---M-Z	200	added ('OK')	text/xml	date:Thu,%2005%20Dec%202024%2022:23:43%20GMT	https://jackfirst-bcb76a.ingress-florina.ewp.live/index.php?rest_route=%2Foembed%2F1.0%2Fembed&url=https%3A%2F%2Fjackfirst-bcb76a.ingress-florina.ewp.live%2F%3Fp%3D1&format=xml	C:/My%20Web%20Sites/PRE/jackfirst-bcb76a.ingress-florina.ewp.live/index67b0.php	(from https://jackfirst-bcb76a.ingress-florina.ewp.live/?p=1)
03:53:58	813/813	---MCZ	200	added ('OK')	application/json	date:Thu,%2005%20Dec%202024%2022:24:00%20GMT	https://jackfirst-bcb76a.ingress-florina.ewp.live/index.php?rest_route=/wp/v2/categories/1	C:/My%20Web%20Sites/PRE/jackfirst-bcb76a.ingress-florina.ewp.live/indexfb7a.json	(from https://jackfirst-bcb76a.ingress-florina.ewp.live/?cat=1)
03:54:40	3472/3472	---MCZ	200	added ('OK')	text/css	etag:W/%2266718962-d90%22	https://jackfirst-bcb76a.ingress-florina.ewp.live/wp-includes/css/dist/block-library/common.min.css?ver=6.7.1	C:/My%20Web%20Sites/PRE/jackfirst-bcb76a.ingress-florina.ewp.live/wp-includes/css/dist/block-library/common.min9704.css	(from https://jackfirst-bcb76a.ingress-florina.ewp.live/?p=1)
03:54:40	1710/1710	---M-Z	200	added ('OK')	application/rss+xml	etag:W/%22ca82e05cd1cf93fadb44a4afa09197d2%22	https://jackfirst-bcb76a.ingress-florina.ewp.live/?feed=rss2&p=1	C:/My%20Web%20Sites/PRE/jackfirst-bcb76a.ingress-florina.ewp.live/indexe539.html	(from https://jackfirst-bcb76a.ingress-florina.ewp.live/?p=1)
03:54:42	1804/1804	---M-Z	200	added ('OK')	application/rss+xml	etag:W/%22ca82e05cd1cf93fadb44a4afa09197d2%22	https://jackfirst-bcb76a.ingress-florina.ewp.live/?feed=rss2&cat=1	C:/My%20Web%20Sites/PRE/jackfirst-bcb76a.ingress-florina.ewp.live/index7e31.html	(from https://jackfirst-bcb76a.ingress-florina.ewp.live/?cat=1)
03:54:56	3026/3026	---MCZ	200	added ('OK')	application/javascript	etag:W/%22674d6df8-bd2%22	https://jackfirst-bcb76a.ingress-florina.ewp.live/wp-includes/js/comment-reply.min.js?ver=6.7.1	C:/My%20Web%20Sites/PRE/jackfirst-bcb76a.ingress-florina.ewp.live/wp-includes/js/comment-reply.min9704.js	(from https://jackfirst-bcb76a.ingress-florina.ewp.live/?p=1)
